"source","target","sectionlength"
"UKN5364","UKN2112","1.82"
"UKN2303","UKN4033","2.837"
"UKN2303","UKN5332","0.138"
"UKN8157","UKN2303","1.499"
"UKN4197","UKN8157","1.368"
"UKN8149","UKN4862","0.821"
"UKN8287","UKN8149","0.887"
"UKN3155","UKN1848","2.756"
"UKN4862","UKN4863","0.603"
"UKN1848","UKN2790","3.092"
"UKN4033","UKN3420","3.963"
"UKN8291","UKN3032","3.752"
"UKN2790","UKN2789","0.995"
"UKN2112","UKN8291","2.121"
"UKN3032","UKN2853","4.455"
"UKN4576","UKN8155","0.356"
"UKN2480","UKN1981","1.838"
"UKN1981","UKN1553","4.519"
"UKN3486","UKN7091","0.364"
"UKN2341","UKN7336","19.397"
"UKN4477","UKN2480","9.483"
"UKN7091","UKN3484","0.563"
"UKN3484","UKN4477","1.453"
"UKN1553","UKN2341","6.734"
"UKN3440","UKN5456","0.884"
"UKN2473","UKN1900","1.926"
"UKN1900","UKN1564","2.743"
"UKN1564","UKN1298","2.325"
"UKN5242","UKN5243","1.413"
"UKN4047","UKN4869","0.658"
"UKN1632","UKN7512","3.275"
"UKN2563","UKN3314","2.846"
"UKN1109","UKN2017","1.186"
"UKN2923","UKN3187","5.352"
"UKN3314","UKN1109","5.633"
"UKN2017","UKN1632","1.548"
"UKN3187","UKN2563","1.142"
"UKN2143","UKN2206","2.649"
"UKN3436","UKN5084","0.546"
"UKN2206","UKN7401","1.087"
"UKN7401","UKN3436","0.786"
"UKN7512","UKN2143","0.691"
"UKN2172","UKN1392","2.559"
"UKN1222","UKN2525","4.866"
"UKN2720","UKN2172","2.366"
"UKN2620","UKN1222","3.384"
"UKN3436","UKN1917","4.146"
"UKN1070","UKN2720","3.673"
"UKN1917","UKN1070","2.841"
"UKN2525","UKN3065","2.036"
"UKN1392","UKN2620","1.873"
"UKN2048","UKN3136","0.949"
"UKN2263","UKN2269","11.657"
"UKN4525","UKN1883","0.148"
"UKN4526","UKN2105","17.483"
"UKN4530","UKN2209","0.191"
"UKN4624","UKN1073","0.202"
"UKN2892","UKN1955","12.049"
"UKN1680","UKN7274","0.437"
"UKN2591","UKN3524","5.168"
"UKN1736","UKN1361","6.931"
"UKN1185","UKN2591","4.703"
"UKN1847","UKN3196","5.759"
"UKN2214","UKN2310","8.88"
"UKN1361","UKN4526","0.197"
"UKN2310","UKN4626","0.128"
"UKN2310","UKN2892","16.096"
"UKN2952","UKN1920","6.8"
"UKN3196","UKN4624","21.627"
"UKN1955","UKN1736","3.026"
"UKN7274","UKN1045","15.478"
"UKN3524","UKN1680","3.927"
"UKN2269","UKN4525","12.039"
"UKN1051","UKN2952","14.595"
"UKN1045","UKN4530","4.322"
"UKN2209","UKN4163","14.779"
"UKN1623","UKN2214","0.711"
"UKN2105","UKN2263","15.28"
"UKN1920","UKN4627","0.048"
"UKN1920","UKN3429","22.796"
"UKN1073","UKN1623","5.05"
"UKN2213","UKN1185","16.136"
"UKN4163","UKN1847","0.225"
"UKN1883","UKN1051","13.032"
"UKN2048","UKN3363","2.845"
"UKN5101","UKN7430","1.432"
"UKN5164","UKN7420","7.019"
"UKN4195","UKN7200","1.201"
"UKN1442","UKN4207","3.132"
"UKN5100","UKN7429","24.549"
"UKN1453","UKN5102","0.655"
"UKN1453","UKN4801","0.149"
"UKN2424","UKN5097","22.587"
"UKN5097","UKN4122","15.825"
"UKN7430","UKN1442","9.423"
"UKN7429","UKN1453","0.517"
"UKN7200","UKN4800","27.274"
"UKN5102","UKN5101","2.08"
"UKN1440","UKN5164","2.756"
"UKN7420","UKN4195","3.089"
"UKN4207","UKN7638","0.419"
"UKN4122","UKN5100","13.277"
"UKN4800","UKN2424","0.275"
"UKN7432","UKN4147","4.236"
"UKN4830","UKN5195","1.059"
"UKN4722","UKN2918","0.895"
"UKN2642","UKN7712","0.52"
"UKN5195","UKN7683","1.146"
"UKN7712","UKN1420","1.928"
"UKN2918","UKN4830","0.889"
"UKN7683","UKN7714","0.784"
"UKN2583","UKN5104","0.609"
"UKN2583","UKN3290","6.871"
"UKN3290","UKN2642","3.25"
"UKN7714","UKN5106","0.348"
"UKN4632","UKN2583","1.255"
"UKN7638","UKN7432","0.962"
"UKN5106","UKN1935","0.865"
"UKN4147","UKN2992","0.508"
"UKN2992","UKN4632","1.676"
"UKN1420","UKN4722","2.007"
"UKN2964","UKN4145","0.439"
"UKN3498","UKN2006","2.907"
"UKN1408","UKN2161","1.044"
"UKN2081","UKN3008","3.551"
"UKN2161","UKN2753","3.107"
"UKN1373","UKN2081","3.162"
"UKN1466","UKN1408","1.078"
"UKN4287","UKN1373","1.219"
"UKN3008","UKN2080","0.682"
"UKN2006","UKN1466","3.024"
"UKN2753","UKN4287","0.954"
"UKN3497","UKN3498","0.584"
"UKN7133","UKN2080","0.359"
"UKN3302","UKN2120","6.786"
"UKN4292","UKN5077","1.873"
"UKN2120","UKN2606","4.299"
"UKN1234","UKN3302","2.724"
"UKN5077","UKN7133","1.457"
"UKN2606","UKN4292","5.146"
"UKN7347","UKN5121","1.692"
"UKN7839","UKN8106","21.323"
"UKN7560","UKN1745","2.374"
"UKN3375","UKN5254","0.304"
"UKN5254","UKN1705","0.399"
"UKN8058","UKN8399","0.45"
"UKN8399","UKN4276","0.173"
"UKN3044","UKN8058","0.36"
"UKN1454","UKN3044","1.254"
"UKN1705","UKN1454","0.853"
"UKN7289","UKN7288","3.865"
"UKN3512","UKN1502","3.308"
"UKN3390","UKN5179","0.092"
"UKN3390","UKN5180","0.544"
"UKN7288","UKN7037","5.326"
"UKN3511","UKN4711","0.057"
"UKN3511","UKN3226","4.9"
"UKN3226","UKN3512","1.82"
"UKN2520","UKN7041","7.022"
"UKN7041","UKN3272","1.942"
"UKN7037","UKN4481","0.721"
"UKN2472","UKN1693","12.347"
"UKN1370","UKN1455","5.55"
"UKN4481","UKN4509","0.509"
"UKN3272","UKN7290","5.571"
"UKN7035","UKN4713","0.487"
"UKN7290","UKN3390","0.954"
"UKN1897","UKN7286","1.802"
"UKN4713","UKN1370","7.867"
"UKN1693","UKN7476","0.633"
"UKN5180","UKN7288","1.7"
"UKN4509","UKN1897","0.471"
"UKN7286","UKN7035","6.785"
"UKN4349","UKN2520","6.537"
"UKN1455","UKN3511","18.991"
"UKN1502","UKN2472","10.389"
"UKN3440","UKN2048","0.9"
"UKN8219","UKN3052","0.886"
"UKN2664","UKN2005","6.14"
"UKN2176","UKN3491","6.989"
"UKN2005","UKN2904","6.734"
"UKN4690","UKN2664","0.396"
"UKN8601","UKN2925","6.491"
"UKN3491","UKN4690","4.217"
"UKN2925","UKN2176","4.603"
"UKN2904","UKN8536","3.096"
"UKN8536","UKN1604","0.93"
"UKN7267","UKN4554","0.686"
"UKN2103","UKN1904","11.075"
"UKN2907","UKN3069","5.268"
"UKN3274","UKN2907","9.032"
"UKN4995","UKN1086","6.884"
"UKN2848","UKN1573","11.644"
"UKN1904","UKN4995","10.152"
"UKN3069","UKN7267","12.405"
"UKN3069","UKN4998","0.096"
"UKN3286","UKN1326","11.985"
"UKN1599","UKN3286","7.838"
"UKN1599","UKN5112","0.123"
"UKN1326","UKN4296","14.215"
"UKN1573","UKN3274","16.278"
"UKN1074","UKN4997","0.071"
"UKN1074","UKN1599","14.113"
"UKN1086","UKN1074","12.959"
"UKN1086","UKN4994","0.205"
"UKN7469","UKN2103","3.383"
"UKN4554","UKN1885","0.801"
"UKN4296","UKN2848","11.177"
"UKN4487","UKN4490","2.146"
"UKN8123","UKN4544","0.927"
"UKN8121","UKN8123","0.376"
"UKN4544","UKN2872","0.375"
"UKN2494","UKN4444","0.321"
"UKN3027","UKN4114","0.517"
"UKN4114","UKN3453","3.903"
"UKN8503","UKN1177","3.774"
"UKN1177","UKN3053","4.054"
"UKN4803","UKN3064","0.398"
"UKN1834","UKN1049","4.783"
"UKN3053","UKN1834","5.345"
"UKN1385","UKN4803","3.078"
"UKN1049","UKN1385","4.815"
"UKN2655","UKN1563","2.758"
"UKN1563","UKN1551","2.259"
"UKN2763","UKN2655","3.415"
"UKN1228","UKN3386","4.918"
"UKN2762","UKN2763","1.236"
"UKN1551","UKN1228","1.265"
"UKN8473","UKN2762","4.162"
"UKN2287","UKN1846","2.988"
"UKN1846","UKN2878","2.233"
"UKN2878","UKN7631","0.62"
"UKN2915","UKN5213","2.698"
"UKN7135","UKN7136","0.288"
"UKN7369","UKN2915","1.854"
"UKN7136","UKN7369","7.145"
"UKN4838","UKN4789","2.704"
"UKN5213","UKN4838","3.946"
"UKN3368","UKN2579","1.159"
"UKN7668","UKN2383","0.347"
"UKN2383","UKN3368","1.697"
"UKN2383","UKN4797","0.36"
"UKN4789","UKN7668","1.347"
"UKN2579","UKN1775","3.636"
"UKN1775","UKN2382","2.463"
"UKN1775","UKN5202","0.339"
"UKN4694","UKN4695","0.418"
"UKN4227","UKN4228","0.523"
"UKN7146","UKN3476","0.275"
"UKN4228","UKN4694","4.71"
"UKN4695","UKN7556","3.44"
"UKN7145","UKN7146","1.223"
"UKN3436","UKN7400","2.523"
"UKN3297","UKN2842","3.324"
"UKN2697","UKN3297","2.133"
"UKN7400","UKN2731","0.289"
"UKN2731","UKN2697","2.684"
"UKN2842","UKN2287","8.297"
"UKN2983","UKN4153","2.882"
"UKN2204","UKN3369","1.551"
"UKN8431","UKN2204","1.414"
"UKN4153","UKN3440","0.553"
"UKN1525","UKN8431","0.865"
"UKN2246","UKN2983","1.005"
"UKN3369","UKN2246","1.637"
"UKN3440","UKN5456","0.098"
"UKN5456","UKN3440","0.338"
"UKN4907","UKN8127","2.413"
"UKN8131","UKN4232","1.477"
"UKN4650","UKN4423","0.246"
"UKN4231","UKN7893","2.206"
"UKN4125","UKN4116","1.278"
"UKN7893","UKN2903","0.407"
"UKN4116","UKN4650","0.156"
"UKN8283","UKN4387","0.7"
"UKN8127","UKN8283","1.272"
"UKN4423","UKN4649","0.298"
"UKN2903","UKN4125","1.703"
"UKN4387","UKN4231","0.666"
"UKN4232","UKN2533","2.522"
"UKN8546","UKN8589","0.366"
"UKN8612","UKN4444","0.202"
"UKN4444","UKN4012","0.856"
"UKN4012","UKN5439","0.21"
"UKN2142","UKN4848","9.935"
"UKN3052","UKN8093","1.006"
"UKN2600","UKN3052","4.758"
"UKN4014","UKN2142","5.754"
"UKN4848","UKN2600","2.691"
"UKN2677","UKN4014","0.764"
"UKN7835","UKN7836","1.353"
"UKN2540","UKN3459","3.474"
"UKN2372","UKN2760","5.537"
"UKN8004","UKN1838","3.211"
"UKN1838","UKN1951","1.562"
"UKN3463","UKN3490","3.394"
"UKN2370","UKN2372","7.449"
"UKN2067","UKN4315","0.472"
"UKN3490","UKN2001","5.585"
"UKN2905","UKN8424","4.771"
"UKN1951","UKN2540","2.91"
"UKN2760","UKN2905","13.416"
"UKN3459","UKN2067","7.112"
"UKN2001","UKN8004","2.044"
"UKN2001","UKN5271","0.276"
"UKN4315","UKN2370","5.897"
"UKN8424","UKN2077","0.328"
"UKN4354","UKN4811","0.524"
"UKN7995","UKN2140","0.794"
"UKN4811","UKN1890","0.117"
"UKN1192","UKN8250","3.774"
"UKN2805","UKN4812","0.671"
"UKN2805","UKN2807","1.264"
"UKN1890","UKN5293","0.077"
"UKN1890","UKN2805","1.262"
"UKN2077","UKN1192","1.024"
"UKN2140","UKN4354","3.095"
"UKN8250","UKN7995","0.907"
"UKN8030","UKN5379","0.363"
"UKN4442","UKN3447","1.248"
"UKN5379","UKN4442","0.115"
"UKN4311","UKN4080","0.32"
"UKN4720","UKN4721","2.636"
"UKN1910","UKN1324","2.667"
"UKN2178","UKN2721","0.993"
"UKN2721","UKN3077","2.394"
"UKN3346","UKN3347","1.308"
"UKN1324","UKN2178","1.584"
"UKN3347","UKN1910","1.395"
"UKN8248","UKN8199","0.618"
"UKN8199","UKN4458","1.522"
"UKN4458","UKN4459","2.09"
"UKN7738","UKN7349","0.988"
"UKN7738","UKN5186","0.69"
"UKN2682","UKN3358","4.753"
"UKN4142","UKN5017","11.771"
"UKN4143","UKN5075","0.26"
"UKN4212","UKN1950","4.75"
"UKN5016","UKN3210","2.012"
"UKN5017","UKN3011","0.595"
"UKN1236","UKN1545","1.113"
"UKN5019","UKN4212","23.253"
"UKN5020","UKN2910","6.144"
"UKN1034","UKN1576","2.301"
"UKN1545","UKN1034","4.788"
"UKN3210","UKN2682","1.509"
"UKN5186","UKN1236","3.843"
"UKN4213","UKN3498","0.461"
"UKN3358","UKN4142","4.086"
"UKN5075","UKN2993","4.931"
"UKN1576","UKN4143","0.253"
"UKN1510","UKN5020","0.828"
"UKN3498","UKN7131","16.563"
"UKN3011","UKN5019","0.944"
"UKN2910","UKN4213","7.163"
"UKN1950","UKN4839","0.188"
"UKN1950","UKN1510","5.047"
"UKN2993","UKN5016","3.047"
"UKN7042","UKN3399","1.599"
"UKN3400","UKN4805","0.317"
"UKN3400","UKN7040","2.637"
"UKN3399","UKN3400","2.102"
"UKN3275","UKN8029","0.527"
"UKN2893","UKN2883","2.171"
"UKN2830","UKN2893","3.37"
"UKN2408","UKN7328","1.281"
"UKN2883","UKN1608","3.126"
"UKN1608","UKN2629","5.58"
"UKN4223","UKN2830","1.109"
"UKN2629","UKN2408","4.656"
"UKN7638","UKN3458","3.558"
"UKN7435","UKN7438","4.477"
"UKN3458","UKN7435","0.684"
"UKN8383","UKN3312","0.524"
"UKN7538","UKN7290","0.611"
"UKN8082","UKN7818","5.326"
"UKN3409","UKN1713","1.672"
"UKN1316","UKN2200","1.871"
"UKN2212","UKN3365","3.631"
"UKN2200","UKN2212","4.04"
"UKN7232","UKN4330","0.514"
"UKN4330","UKN3409","2.305"
"UKN1713","UKN1316","2.088"
"UKN4135","UKN5406","1.117"
"UKN3250","UKN4628","1.104"
"UKN3250","UKN4630","0.514"
"UKN3250","UKN5407","0.545"
"UKN3393","UKN2938","1.957"
"UKN4255","UKN2089","0.436"
"UKN5435","UKN5441","1.24"
"UKN4537","UKN2771","8.136"
"UKN4536","UKN4255","0.825"
"UKN3343","UKN8311","1.147"
"UKN4538","UKN2709","0.469"
"UKN4628","UKN4538","6.87"
"UKN5432","UKN8578","0.813"
"UKN4256","UKN3250","0.696"
"UKN2761","UKN5377","1.373"
"UKN8261","UKN8043","1.277"
"UKB1011","UKN1095","0.597"
"UKN8577","UKN8475","8.893"
"UKN3095","UKN8609","1.074"
"UKN2771","UKN5432","7.585"
"UKN2709","UKN2495","7.271"
"UKN2709","UKN5372","0.326"
"UKN8606","UKN8489","1.403"
"UKN2695","UKN1489","2.445"
"UKN2938","UKN8576","1.707"
"UKN5441","UKN1999","1.177"
"UKN2971","UKN2135","7.867"
"UKB1012","UKN4135","0.765"
"UKN2615","UKN3095","1.136"
"UKN8268","UKN2426","0.396"
"UKN3114","UKN4536","3.979"
"UKN1789","UKN1511","1.569"
"UKN8043","UKN2615","0.853"
"UKN8311","UKN8268","0.294"
"UKN1876","UKN8577","1.61"
"UKN8263","UKN8046","0.631"
"UKN2495","UKN3114","4.009"
"UKN8047","UKN8263","0.804"
"UKN8046","UKN8261","0.55"
"UKN1738","UKN2971","2.519"
"UKN5377","UKN2695","0.449"
"UKN1489","UKN2302","1.923"
"UKN1999","UKN1789","2.114"
"UKN8578","UKB1011","0.353"
"UKN2426","UKN8047","0.642"
"UKN1511","UKN8606","0.261"
"UKN1877","UKN1876","1.048"
"UKN2302","UKN1738","6.528"
"UKN8593","UKN2146","1.159"
"UKN1095","UKB1012","0.914"
"UKN1095","UKN5421","0.526"
"UKN8489","UKN2761","0.634"
"UKN8576","UKN1877","4.514"
"UKN2146","UKN5435","0.483"
"UKN2135","UKN4256","3.427"
"UKN5406","UKN3393","10.021"
"UKN1475","UKN3343","1.091"
"UKN2089","UKN4537","0.426"
"UKN8609","UKN8593","0.345"
"UKN7052","UKN7308","2.053"
"UKN8284","UKN5360","1.178"
"UKN3510","UKN3511","2.797"
"UKN1539","UKN7532","0.371"
"UKN1908","UKN4901","0.572"
"UKN2228","UKN7453","0.412"
"UKN4901","UKN3514","0.991"
"UKN7532","UKN1637","1.796"
"UKN3514","UKN1539","1.354"
"UKN2953","UKN1908","0.777"
"UKN7453","UKN2953","1.568"
"UKN2959","UKN4664","4.287"
"UKN3515","UKN2479","34.021"
"UKN4664","UKN2951","0.661"
"UKN2479","UKN2959","28.611"
"UKN4521","UKN2646","0.519"
"UKN4281","UKN4597","0.374"
"UKN4598","UKN4281","0.503"
"UKN1776","UKN7533","1.151"
"UKN4868","UKN4393","0.354"
"UKN5105","UKN4785","0.086"
"UKN4785","UKN5105","0.415"
"UKN5197","UKN5105","0.783"
"UKN4051","UKN5146","0.855"
"UKN4830","UKN5195","1.059"
"UKN4554","UKN7268","0.421"
"UKN4447","UKN4351","0.267"
"UKN1124","UKN5099","0.246"
"UKN5099","UKN4139","0.283"
"UKN4300","UKN5103","0.328"
"UKN7659","UKN4300","0.522"
"UKH0014","UKH0015","1.614"
"UKH0014","UKH0016","47.142"
"UKH0012","UKH0014","1.09"
"UKH0012","UKB1010","3.842"
"UKH001a","UKH0005","1.162"
"UKH0001","UKH0003","0.79"
"UKH0010","UKH0012","3.098"
"UKH010a","UKH0010","1.0"
"UKH010a","UKH010b","1.0"
"UKH0003","UKB1006","0.706"
"UKH0003","UKB1005","0.597"
"UKH0008","UKB1008","1.346"
"UKH0008","UKH010a","13.856"
"UKH0018","UKB1012","1.313"
"UKH0018","UKH0020","12.978"
"UKH0005","UKB1006","0.595"
"UKH0005","UKH0006","8.241"
"UKH0020","UKB1014","4.15"
"UKH0020","UKB1013","0.736"
"UKH0016","UKH0018","4.385"
"UKH0016","UKB1011","1.323"
"UKH0006","UKB0TMD","0.949"
"UKH0006","UKH0008","12.068"
"UKH010b","UKB1009","0.72"
"UKB1014","EU00228","29.691"
"SET","SEMh","11.973"
"SEKm","SEPå","11.253"
"SEKoe","SEB","3.667"
"SESöd","SESöu","1.819"
"SESöu","SESöö","3.007"
"SESöu","SEBre","2.696"
"SESöö","SEJn","9.576"
"SESöö","SEAlä","8.647"
"SEBre","SEJn","6.637"
"SEK","SEStö","10.928"
"SEK","SEBt","8.461"
"SEJn","SEHlö","8.245"
"SEJn","SEMö","10.714"
"SESödy","SEGau","1.349"
"SEÄl","SESle","6.325"
"SEMh","SEVä","11.652"
"SESp","SESkv","6.843"
"SELå","SEFa","13.301"
"SELå","SEHs","11.513"
"SESpn","SEK","7.941"
"SEKä","SEHr","11.355"
"SEBgs","SENdv","5.461"
"SELr","SEJ","5.465"
"SELln","SELå","9.304"
"SEBjn","SEMsj","11.985"
"SESs","SEFn","12.37"
"SESn","SELr","3.719"
"SEBt","SEVr","12.224"
"SETu","SESödy","2.653"
"SEGdö","SEÄl","8.009"
"SEGdö","SEHova","8.762"
"SEGau","SEDån","3.411"
"SEFn","SEF","2.164"
"SEVä","SESk","15.011"
"SEFle","SESde","8.276"
"SEFlb","SEBjn","2.092"
"SEFlb","SEUts","3.502"
"SEF","SEFby","13.716"
"SEF","SEVf","11.347"
"SEFa","SEGdö","9.281"
"SEFby","SEKä","8.827"
"SEFd","SESn","3.512"
"SEVr","SEHgö","8.926"
"SEHu","SEFlb","2.518"
"SEVgå","SEAgg","10.372"
"SEHr","SELju","11.274"
"SEHr","SEVgå","13.736"
"SEHpbg","SEKla","7.179"
"SEHpbg","SESkms","7.687"
"SEHpbg","SEHrbg","3.187"
"SETäl","SEÖj","2.39"
"SEDån","SEÖte","3.563"
"SEUts","SETu","3.495"
"SEVed","SEHr","10.728"
"SEGn","SEKoe","5.9"
"SEHgö","SEKm","11.035"
"SEB","SESh","9.751"
"SEVt","SELln","5.693"
"SERmtp","SESs","6.752"
"SESk","SERmtp","9.156"
"SESkms","SEÅ","2.964"
"SESde","SESpn","6.705"
"SEMö","SEGn","6.655"
"SEÖte","SESöd","1.874"
"SEPå","SEHpbg","13.562"
"SEA","SEBgs","5.418"
"SENdv","SEFd","7.294"
"SEAgg","SEA","10.524"
"SEÖj","SEVt","7.233"
"SEMsj","SESöö","7.06"
"SEHrbg","SETäl","2.307"
"SEHrbg","SESkms","7.286"
"SESle","SET","7.931"
"SENsj","SESp","2.845"
"SESh","SENsj","8.167"
"SESkv","SEFle","7.883"
"SEUtp","SEAhm","9.125"
"SEHjp","SEÅk","1.885"
"SETö","SEHö","9.288"
"SETun","SEO","10.106"
"SEHm","SEFin","5.207"
"SEHm","SEMlb","9.573"
"SEHm","SEAtp","6.314"
"SEThl","SELu","3.52"
"SEHö","SESg","10.536"
"SEHv","SEMud","9.758"
"SETns","SEGp","9.281"
"SETp","SEE","14.96"
"SEO","SEHv","11.258"
"SEÅk","SEBlv","2.747"
"SEAhm","SESy","11.016"
"SEHlö","SEVhd","10.316"
"SESmt","SEÅbs","14.797"
"SEÅba","SEKon","14.685"
"SEGåp","SEAv","5.226"
"SERk","SEGrd","9.011"
"SEFrd","SERas","7.154"
"SEEra","SEDiö","10.858"
"SEFls","SEVim","11.548"
"SEFlp","SEHjp","2.223"
"SEVim","SEGmp","3.079"
"SEVs","SEEra","11.505"
"SEVsd","SEMt","9.377"
"SEFi","SEKms","14.198"
"SEDat","SEÖ","3.508"
"SEVhd","SELre","12.989"
"SEEbg","SEJår","7.492"
"SEÅbs","SENr","7.806"
"SEDiö","SEÄh","11.109"
"SESg","SEE","9.268"
"SEJår","SEÅba","9.243"
"SEGtå","SEÅbs","5.394"
"SEGt","SEUtp","8.994"
"SEGi","SELgm","9.045"
"SEGrd","SELns","9.172"
"SEGmp","SEN","3.213"
"SEVäd","SETö","2.481"
"SERas","SEFls","10.232"
"SEE","SEDat","4.279"
"SEGp","SEFrd","7.353"
"SEBx","SESmn","7.132"
"SELgm","SELp","10.18"
"SEÄng","SEN","8.925"
"SELkn","SEBx","8.169"
"SEBjm","SEHm","15.913"
"SEBld","SEVs","6.564"
"SEStö","SESmt","14.869"
"SEN","SEGt","10.76"
"SEÄh","SEHkö","10.12"
"SEÄh","SETun","10.992"
"SEKon","SEGtå","6.393"
"SENh","SEGi","4.758"
"SEKms","SESbl","6.387"
"SEKms","SENh","3.427"
"SENk","SEEbg","8.645"
"SEMy","SELkn","8.316"
"SELns","SEMo","7.816"
"SEMo","SEGåp","6.831"
"SESmn","SETns","12.821"
"SEMlb","SEVäd","8.124"
"SEÖ","SEThl","5.961"
"SEAv","SEGm","7.478"
"SEAv","SEBld","7.058"
"SELu","SEKgå","1.161"
"SESsa","SENk","6.833"
"SEMud","SEHm","8.748"
"SELp","SEVsd","12.673"
"SEMt","SEMy","10.138"
"SELre","SETba","6.211"
"SESy","SERk","8.908"
"SEKgå","SEFlp","2.197"
"SETba","SESsa","12.182"
"SESkn","SEMy","9.068"
"SENr","SEFi","4.833"
"SEKg","SELu","11.034"
"SEPö","SEHb","3.639"
"SEÖda","SEMia","3.892"
"SEVh","SEKa","7.356"
"SEBtp","SEFur","7.91"
"SELkö","SEKg","19.953"
"SEVip","SEBaa","4.524"
"SEOm","SEFur","16.542"
"SEEa","SELaov","10.297"
"SEFå","SEVrö","9.37"
"SETeo","SEFabp","5.052"
"SETeo","SEFabg","5.825"
"SEBaa","SEÄ","5.6"
"SEFabp","SEHe","10.289"
"SEHbgb","SEGan","6.952"
"SEHbgb","SELkö","18.638"
"SEFör","SEVip","2.385"
"SEMia","SEPö","1.257"
"SEMdn","SEKrd","5.474"
"SEKb","SELek","12.665"
"SEFur","SEHd","2.33"
"SEVrö","SEVb","15.411"
"SEBp","SEBtp","10.369"
"SEHd","SEHdr","1.147"
"SEHe","SEBp","11.534"
"SELaov","SEBån","10.085"
"SEHlp","SEKa","2.981"
"SEKrd","SELdo","4.276"
"SELdo","SELgd","5.975"
"SEKst","SEEa","7.401"
"SEHb","SEHbgb","3.015"
"SESöt","SEVh","4.379"
"SETp","SEKg","9.322"
"SEHdr","SEKst","3.61"
"SEHaa","SETye","8.805"
"SEÄ","SESöt","1.433"
"SEVb","SEHaa","6.825"
"SETye","SETeo","8.532"
"SEBån","SEFör","10.637"
"SELgd","SEKb","4.022"
"SELek","SEFå","10.127"
"SEKa","SEÖda","4.967"
"SESae","SEBsc","10.12"
"SEHet","SEGnö","13.253"
"SESru","SEEm","11.612"
"SEKnl","SEBsc","1.664"
"SEHil","SELme","17.758"
"SEKas","SEKac","1.901"
"SEKas","SERby","18.384"
"SESpj","SEGua","13.979"
"SEMdö","SEMyk","5.733"
"SENyb","SEFre","2.65"
"SERäp","SEVö","4.464"
"SEHmö","SESpj","13.35"
"SERym","SEAv","19.578"
"SEGnö","SEHto","10.979"
"SENosk","SEKnl","1.871"
"SEMyk","SEHäy","12.043"
"SEGrm","SEHet","5.569"
"SETre","SEKas","13.746"
"SEVfa","SEHmö","14.3"
"SEGua","SECk","4.181"
"SELme","SEGrm","13.832"
"SELo","SESru","11.402"
"SEHvp","SELo","8.865"
"SERd","SEBoy","4.429"
"SEV","SEBor","11.61"
"SEHås","SERd","7.422"
"SEHäy","SEHås","9.129"
"SEFre","SETre","11.158"
"SEHto","SEV","17.35"
"SEGm","SERäp","5.764"
"SERö","SESae","11.564"
"SEÅrd","SEHvp","11.266"
"SEBsc","SEVfo","12.06"
"SEBsc","SEApd","15.364"
"SEBor","SERym","17.248"
"SEEm","SEVfa","10.807"
"SEEm","SEÖrs","16.491"
"SEVö","SEÅrd","13.103"
"SEBoy","SERö","3.049"
"SEApd","SEHil","6.016"
"SEÖrs","SENyb","11.16"
"SESäp","SETip","5.554"
"SEBoda","SEId","8.175"
"SEGnp","SEGry","2.967"
"SESäu","SEVv","10.107"
"SEMe","SEShv","10.384"
"SEMr","SEMyn","8.173"
"SEMrm","SESur","16.713"
"SEAx","SESäu","11.874"
"SEVia","SESten","4.298"
"SEMyn","SEKn","3.697"
"SEBra","SEMr","2.115"
"SEÖh","SEDma","9.282"
"SEÖh","SETbo","5.163"
"SEEby","SESäy","6.636"
"SESmo","SEHly","3.886"
"SEGry","SETjä","3.789"
"SEBom","SEGä","6.15"
"SESäy","SEU","4.427"
"SEHly","SETdj","9.792"
"SEMyra","SEBoda","10.072"
"SESuc","SENta","3.757"
"SEGön","SEMaj","3.863"
"SEKäe","SELsn","8.692"
"SEHgv","SER","3.783"
"SESur","SEBom","10.149"
"SEUna","SEBna","10.474"
"SESton","SESuc","6.158"
"SEHel","SESol","2.29"
"SEUpv","SESkby","3.401"
"SESten","SEHåg","8.174"
"SESol","SEHgv","1.922"
"SEGäb","SESmo","1.281"
"SEGäb","SEGä","1.444"
"SEU","SEUna","2.384"
"SEU","SESam","6.592"
"SEKn","SEEby","6.04"
"SEMaj","SENjb","4.63"
"SEKrl","SEAx","5.619"
"SEHkl","SEVia","11.428"
"SEHåg","SEÅmy","10.506"
"SESrv","SESas","10.319"
"SEGä","SESmo","3.209"
"SEGä","SEHg","5.159"
"SELsn","SEMyra","10.847"
"SEGui","SEShv","8.51"
"SEHfj","SEKrl","7.922"
"SETip","SEOs","9.179"
"SETdj","SEHfj","12.548"
"SERs","SEBra","3.004"
"SESik","SESton","2.897"
"SENta","SEBia","6.9"
"SESkby","SERs","3.905"
"SESkby","SEBvr","6.511"
"SEVv","SELsb","2.987"
"SEVv","SEGui","5.042"
"SEId","SEHkl","11.076"
"SETbo","SESäp","6.554"
"SEJlo","SEÖh","11.081"
"SEÅmy","SEGnp","9.429"
"SEOs","SEMrm","8.708"
"SESam","SESrv","5.788"
"SESas","SEJlo","9.859"
"SENjb","SENly","2.424"
"SEShv","SEKäe","4.434"
"SER","SEUpv","5.351"
"SETjä","SEÅkg","5.42"
"SENly","SESik","3.843"
"SEÅkg","SEGön","7.706"
"SESl","SEBdo","9.997"
"SEIn","SELsd","8.317"
"SEIst","SESl","8.375"
"SEGså","SEMrc","17.956"
